Type,Study,Site,Sample,Depth,Depth type,Age (Ma),Age Frame,"Age (Ma, relative to KPg)",Sample Type,Species,d18O,Temperature (C),Delta_Temperature
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-5,132-133",221.86501,mcd,66.2681,D.-T. et al. 2014,-0.2467,Benthic,Nuttallides truempyi,-0.03,10.19,1.64
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-5,138-139",221.925,mcd,66.2711,D.-T. et al. 2014,-0.2498,Benthic,Nuttallides truempyi,0,10.06,1.5
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-5,144-145",221.985,mcd,66.2742,D.-T. et al. 2014,-0.253,Benthic,Nuttallides truempyi,-0.04,10.24,1.68
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-5,147-148",222.015,mcd,66.2758,D.-T. et al. 2014,-0.2545,Benthic,Nuttallides truempyi,-0.09,10.46,1.9
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-6,0-1",222.045,mcd,66.2773,D.-T. et al. 2014,-0.2561,Benthic,Nuttallides truempyi,-0.08,10.41,1.86
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-6,3-4",222.075,mcd,66.2789,D.-T. et al. 2014,-0.2577,Benthic,Nuttallides truempyi,-0.11,10.55,1.99
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-6,9-10",222.13499,mcd,66.2819,D.-T. et al. 2014,-0.2608,Benthic,Nuttallides truempyi,0.04,9.88,1.33
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-6,12-13",222.16499,mcd,66.2835,D.-T. et al. 2014,-0.2624,Benthic,Nuttallides truempyi,0.05,9.84,1.28
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-6,18-19",222.22501,mcd,66.2866,D.-T. et al. 2014,-0.2655,Benthic,Nuttallides truempyi,0.09,9.66,1.11
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-6,24-25",222.285,mcd,66.2897,D.-T. et al. 2014,-0.2686,Benthic,Nuttallides truempyi,0.16,9.35,0.8
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-6,27-28",222.315,mcd,66.2912,D.-T. et al. 2014,-0.2702,Benthic,Nuttallides truempyi,0.22,9.09,0.53
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-6,30-31",222.345,mcd,66.2927,D.-T. et al. 2014,-0.2718,Benthic,Nuttallides truempyi,0.07,9.75,1.19
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-6,36-37",222.405,mcd,66.2958,D.-T. et al. 2014,-0.2749,Benthic,Nuttallides truempyi,0.16,9.35,0.8
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-6,39-40",222.435,mcd,66.2974,D.-T. et al. 2014,-0.2765,Benthic,Nuttallides truempyi,0.03,9.93,1.37
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-6,42-43",222.465,mcd,66.2989,D.-T. et al. 2014,-0.278,Benthic,Nuttallides truempyi,0.23,9.04,0.49
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-6,51-52",222.55499,mcd,66.3035,D.-T. et al. 2014,-0.2827,Benthic,Nuttallides truempyi,0.14,9.44,0.88
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-6,54-55",222.58501,mcd,66.3051,D.-T. et al. 2014,-0.2843,Benthic,Nuttallides truempyi,0.12,9.53,0.97
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-6,57-58",222.61501,mcd,66.3066,D.-T. et al. 2014,-0.2859,Benthic,Nuttallides truempyi,0.19,9.22,0.66
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-6,60-61",222.645,mcd,66.3082,D.-T. et al. 2014,-0.2874,Benthic,Nuttallides truempyi,0.19,9.22,0.66
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-6,66-67",222.705,mcd,66.3113,D.-T. et al. 2014,-0.2906,Benthic,Nuttallides truempyi,0.39,8.33,-0.22
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-6,75-76",222.795,mcd,66.3168,D.-T. et al. 2014,-0.2953,Benthic,Nuttallides truempyi,0.3,8.73,0.18
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-6,81-82",222.855,mcd,66.3204,D.-T. et al. 2014,-0.2984,Benthic,Nuttallides truempyi,0.18,9.26,0.71
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-6,87-88",222.91499,mcd,66.3241,D.-T. et al. 2014,-0.3021,Benthic,Nuttallides truempyi,0.19,9.22,0.66
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-6,90-91",222.94501,mcd,66.3259,D.-T. et al. 2014,-0.3039,Benthic,Nuttallides truempyi,0.1,9.62,1.06
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-6,96-97",223.005,mcd,66.3296,D.-T. et al. 2014,-0.3075,Benthic,Nuttallides truempyi,0.25,8.95,0.4
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-6,102-103",223.065,mcd,66.3332,D.-T. et al. 2014,-0.3111,Benthic,Nuttallides truempyi,0.41,8.25,-0.31
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-6,108-109",223.125,mcd,66.3369,D.-T. et al. 2014,-0.3147,Benthic,Nuttallides truempyi,0.42,8.2,-0.35
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-6,111-112",223.155,mcd,66.3387,D.-T. et al. 2014,-0.3165,Benthic,Nuttallides truempyi,0.36,8.47,-0.09
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-6,117-118",223.215,mcd,66.3424,D.-T. et al. 2014,-0.3201,Benthic,Nuttallides truempyi,0.47,7.98,-0.57
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-7,32-33",223.565,mcd,66.3637,D.-T. et al. 2014,-0.3412,Benthic,Nuttallides truempyi,0.38,8.38,-0.18
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-7,38-39",223.625,mcd,66.3674,D.-T. et al. 2014,-0.3448,Benthic,Nuttallides truempyi,0.33,8.6,0.04
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-7,44-45",223.685,mcd,66.371,D.-T. et al. 2014,-0.3484,Benthic,Nuttallides truempyi,0.25,8.95,0.4
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-7,47-48",223.715,mcd,66.3728,D.-T. et al. 2014,-0.3502,Benthic,Nuttallides truempyi,0.28,8.82,0.26
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-7,56-57",223.80499,mcd,66.3783,D.-T. et al. 2014,-0.3557,Benthic,Nuttallides truempyi,0.22,9.09,0.53
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-7,59-60",223.83501,mcd,66.3801,D.-T. et al. 2014,-0.3575,Benthic,Nuttallides truempyi,0.18,9.26,0.71
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-7,62-63",223.86501,mcd,66.382,D.-T. et al. 2014,-0.3593,Benthic,Nuttallides truempyi,0.36,8.47,-0.09
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-7,71-72",223.955,mcd,66.3875,D.-T. et al. 2014,-0.3647,Benthic,Nuttallides truempyi,0.32,8.64,0.09
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-7,74-75",223.985,mcd,66.3893,D.-T. et al. 2014,-0.3665,Benthic,Nuttallides truempyi,0.2,9.17,0.62
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-7,77-78",224.015,mcd,66.3911,D.-T. et al. 2014,-0.3683,Benthic,Nuttallides truempyi,0.31,8.69,0.13
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-7,83-84",224.075,mcd,66.3948,D.-T. et al. 2014,-0.3719,Benthic,Nuttallides truempyi,0.39,8.33,-0.22
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-7,92-93",224.16499,mcd,66.4002,D.-T. et al. 2014,-0.3773,Benthic,Nuttallides truempyi,0.41,8.25,-0.31
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-7,98-99",224.22501,mcd,66.4039,D.-T. et al. 2014,-0.3809,Benthic,Nuttallides truempyi,0.15,9.39,0.84
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-7,101-102",224.255,mcd,66.4057,D.-T. et al. 2014,-0.3828,Benthic,Nuttallides truempyi,0.42,8.2,-0.35
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-7,104-105",224.285,mcd,66.4076,D.-T. et al. 2014,-0.3846,Benthic,Nuttallides truempyi,0.45,8.07,-0.49
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-7,110-111",224.345,mcd,66.4112,D.-T. et al. 2014,-0.3882,Benthic,Nuttallides truempyi,0.44,8.11,-0.44
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-7,113-114",224.375,mcd,66.413,D.-T. et al. 2014,-0.39,Benthic,Nuttallides truempyi,0.38,8.38,-0.18
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-7,116-117",224.405,mcd,66.4149,D.-T. et al. 2014,-0.3918,Benthic,Nuttallides truempyi,0.36,8.47,-0.09
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-7,119-120",224.435,mcd,66.4167,D.-T. et al. 2014,-0.3936,Benthic,Nuttallides truempyi,0.23,9.04,0.49
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262B-23H-1,89-90",224.47501,mcd,66.4189,D.-T. et al. 2014,-0.396,Benthic,Nuttallides truempyi,0.36,8.47,-0.09
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262B-23H-1,95-96",224.535,mcd,66.4221,D.-T. et al. 2014,-0.3996,Benthic,Nuttallides truempyi,0.45,8.07,-0.49
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262B-23H-1,98-99",224.565,mcd,66.4238,D.-T. et al. 2014,-0.4014,Benthic,Nuttallides truempyi,0.49,7.89,-0.66
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262B-23H-1,104-105",224.625,mcd,66.427,D.-T. et al. 2014,-0.405,Benthic,Nuttallides truempyi,0.42,8.2,-0.35
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262B-23H-1,110-111",224.685,mcd,66.4303,D.-T. et al. 2014,-0.4082,Benthic,Nuttallides truempyi,0.35,8.51,-0.04
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262B-23H-1,119-120",224.77499,mcd,66.4351,D.-T. et al. 2014,-0.413,Benthic,Nuttallides truempyi,0.47,7.98,-0.57
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262B-23H-1,125-126",224.83501,mcd,66.4384,D.-T. et al. 2014,-0.4162,Benthic,Nuttallides truempyi,0.46,8.03,-0.53
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262B-23H-1,134-135",224.925,mcd,66.4432,D.-T. et al. 2014,-0.421,Benthic,Nuttallides truempyi,0.38,8.38,-0.18
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262B-23H-1,140-141",224.985,mcd,66.4465,D.-T. et al. 2014,-0.4243,Benthic,Nuttallides truempyi,0.38,8.38,-0.18
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262B-23H-1,146-147",225.045,mcd,66.4497,D.-T. et al. 2014,-0.4275,Benthic,Nuttallides truempyi,0.35,8.51,-0.04
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262B-23H-2,2-3",225.105,mcd,66.453,D.-T. et al. 2014,-0.4307,Benthic,Nuttallides truempyi,0.31,8.69,0.13
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262B-23H-2,5-6",225.13499,mcd,66.4546,D.-T. et al. 2014,-0.4323,Benthic,Nuttallides truempyi,0.28,8.82,0.26
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262B-23H-2,8-9",225.16499,mcd,66.4562,D.-T. et al. 2014,-0.4339,Benthic,Nuttallides truempyi,0.35,8.51,-0.04
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262B-23H-2,14-15",225.22501,mcd,66.4595,D.-T. et al. 2014,-0.4371,Benthic,Nuttallides truempyi,0.39,8.33,-0.22
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262B-23H-2,20-21",225.285,mcd,66.4627,D.-T. et al. 2014,-0.4403,Benthic,Nuttallides truempyi,0.13,9.48,0.93
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262B-23H-2,29-30",225.375,mcd,66.4676,D.-T. et al. 2014,-0.4451,Benthic,Nuttallides truempyi,0.27,8.86,0.31
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262B-23H-2,35-36",225.435,mcd,66.4708,D.-T. et al. 2014,-0.4483,Benthic,Nuttallides truempyi,0.31,8.69,0.13
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262B-23H-2,38-39",225.465,mcd,66.4724,D.-T. et al. 2014,-0.4499,Benthic,Nuttallides truempyi,0.36,8.47,-0.09
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262B-23H-2,44-45",225.52499,mcd,66.4757,D.-T. et al. 2014,-0.4531,Benthic,Nuttallides truempyi,0.37,8.42,-0.13
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262B-23H-2,47-48",225.55499,mcd,66.4773,D.-T. et al. 2014,-0.4547,Benthic,Nuttallides truempyi,0.41,8.25,-0.31
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262B-23H-2,53-54",225.61501,mcd,66.4805,D.-T. et al. 2014,-0.458,Benthic,Nuttallides truempyi,0.27,8.86,0.31
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262B-23H-2,59-60",225.675,mcd,66.4838,D.-T. et al. 2014,-0.4612,Benthic,Nuttallides truempyi,0.28,8.82,0.26
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262B-23H-2,68-69",225.765,mcd,66.4887,D.-T. et al. 2014,-0.466,Benthic,Nuttallides truempyi,0.3,8.73,0.18
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262B-23H-2,74-75",225.825,mcd,66.4919,D.-T. et al. 2014,-0.4692,Benthic,Nuttallides truempyi,0.26,8.91,0.35
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262B-23H-2,80-81",225.88499,mcd,66.4951,D.-T. et al. 2014,-0.4724,Benthic,Nuttallides truempyi,0.25,8.95,0.4
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262B-23H-2,89-90",225.97501,mcd,66.5,D.-T. et al. 2014,-0.4772,Benthic,Nuttallides truempyi,0.26,8.91,0.35
d18O_foram,,,,,,,,,,,,,
d18O_foram,Birch et al. (2016),ODP 1262,,216.87,mcd,66.02901,D.-T. et al. 2014,-0.00709,Planktonic,Globotruncana falsostuarti,-0.31,14.29,0
d18O_foram,Birch et al. (2016),ODP 1262,,217.54,mcd,66.05834,D.-T. et al. 2014,-0.03685,Planktonic,Globotruncana falsostuarti,-0.28,14.15,-0.13
d18O_foram,Birch et al. (2016),ODP 1262,,218.32,mcd,66.0925,D.-T. et al. 2014,-0.0715,Planktonic,Globotruncana falsostuarti,-0.34,14.42,0.13
d18O_foram,Birch et al. (2016),ODP 1262,,222.4,mcd,66.29557,D.-T. et al. 2014,-0.27463,Planktonic,Globotruncana falsostuarti,-0.33,14.38,0.09
d18O_foram,Birch et al. (2016),ODP 1262,,225.22,mcd,66.45918,D.-T. et al. 2014,-0.43683,Planktonic,Globotruncana falsostuarti,-0.19,13.75,-0.54
d18O_foram,Birch et al. (2016),ODP 1262,,216.87,mcd,66.02901,D.-T. et al. 2014,-0.00709,Planktonic,Racemiguembelina fructicosa,-0.24,13.97,0
d18O_foram,Birch et al. (2016),ODP 1262,,217.54,mcd,66.05834,D.-T. et al. 2014,-0.03685,Planktonic,Racemiguembelina fructicosa,-0.19,13.75,-0.22
d18O_foram,Birch et al. (2016),ODP 1262,,218.32,mcd,66.0925,D.-T. et al. 2014,-0.0715,Planktonic,Racemiguembelina fructicosa,-0.4,14.69,0.72
d18O_foram,Birch et al. (2016),ODP 1262,,222.4,mcd,66.29557,D.-T. et al. 2014,-0.27463,Planktonic,Racemiguembelina fructicosa,-0.15,13.57,-0.4
d18O_foram,Birch et al. (2016),ODP 1262,,225.22,mcd,66.45918,D.-T. et al. 2014,-0.43683,Planktonic,Racemiguembelina fructicosa,-0.29,14.2,0.22
d18O_foram,Birch et al. (2016),ODP 1262,,216.1,mcd,65.95468,D.-T. et al. 2014,0.06767,Planktonic,Guembelina cretacea,-0.32,14.33,0.09
d18O_foram,Birch et al. (2016),ODP 1262,,216.32,mcd,65.9966,D.-T. et al. 2014,0.02542,Planktonic,Guembelina cretacea,-0.27,14.11,-0.13
d18O_foram,Birch et al. (2016),ODP 1262,,216.57,mcd,66.01288,D.-T. et al. 2014,0.00939,Planktonic,Guembelina cretacea,-0.06,13.17,-1.07
d18O_foram,Birch et al. (2016),ODP 1262,,216.69,mcd,66.0207,D.-T. et al. 2014,0.00169,Planktonic,Guembelina cretacea,-0.42,14.78,0.54
d18O_foram,Birch et al. (2016),ODP 1262,,216.77,mcd,66.02463,D.-T. et al. 2014,-0.00265,Planktonic,Guembelina cretacea,-0.3,14.24,0
d18O_foram,Birch et al. (2016),ODP 1262,,216.87,mcd,66.02901,D.-T. et al. 2014,-0.00709,Planktonic,Guembelina cretacea,-1.6,20.12,5.88
d18O_foram,Birch et al. (2016),ODP 1262,,211.08,mcd,64.85832,D.-T. et al. 2014,1.16368,Benthic,Nuttallides truempyi,0.05,9.84,1.46
d18O_foram,Birch et al. (2016),ODP 1262,,212.03,mcd,65.07568,D.-T. et al. 2014,0.94667,Benthic,Nuttallides truempyi,0.47,7.98,-0.4
d18O_foram,Birch et al. (2016),ODP 1262,,213.03,mcd,65.22218,D.-T. et al. 2014,0.79735,Benthic,Nuttallides truempyi,-0.09,10.46,2.08
d18O_foram,Birch et al. (2016),ODP 1262,,214,mcd,65.4522,D.-T. et al. 2014,0.56989,Benthic,Nuttallides truempyi,0.32,8.64,0.26
d18O_foram,Birch et al. (2016),ODP 1262,,214.54,mcd,65.55695,D.-T. et al. 2014,0.46477,Benthic,Nuttallides truempyi,0.05,9.84,1.46
d18O_foram,Birch et al. (2016),ODP 1262,,214.9,mcd,65.62876,D.-T. et al. 2014,0.39262,Benthic,Nuttallides truempyi,0.07,9.75,1.37
d18O_foram,Birch et al. (2016),ODP 1262,,215.08,mcd,65.67419,D.-T. et al. 2014,0.34607,Benthic,Nuttallides truempyi,0.05,9.84,1.46
d18O_foram,Birch et al. (2016),ODP 1262,,215.23,mcd,65.7154,D.-T. et al. 2014,0.30663,Benthic,Nuttallides truempyi,0.12,9.53,1.15
d18O_foram,Birch et al. (2016),ODP 1262,,215.64,mcd,65.8525,D.-T. et al. 2014,0.16995,Benthic,Nuttallides truempyi,0.1,9.62,1.24
d18O_foram,Birch et al. (2016),ODP 1262,,215.9,mcd,65.911,D.-T. et al. 2014,0.11214,Benthic,Nuttallides truempyi,0.14,9.44,1.06
d18O_foram,Birch et al. (2016),ODP 1262,,216.1,mcd,65.95468,D.-T. et al. 2014,0.06767,Benthic,Nuttallides truempyi,0.13,9.48,1.1
d18O_foram,Birch et al. (2016),ODP 1262,,216.32,mcd,65.9966,D.-T. et al. 2014,0.02542,Benthic,Nuttallides truempyi,0.22,9.09,0.71
d18O_foram,Birch et al. (2016),ODP 1262,,216.57,mcd,66.01288,D.-T. et al. 2014,0.00939,Benthic,Nuttallides truempyi,0.26,8.91,0.53
d18O_foram,Birch et al. (2016),ODP 1262,,216.69,mcd,66.0207,D.-T. et al. 2014,0.00169,Benthic,Nuttallides truempyi,0,10.06,1.68
d18O_foram,Birch et al. (2016),ODP 1262,,216.87,mcd,66.02901,D.-T. et al. 2014,-0.00709,Benthic,Nuttallides truempyi,0.38,8.38,0
d18O_foram,Birch et al. (2016),ODP 1262,,217.54,mcd,66.05834,D.-T. et al. 2014,-0.03685,Benthic,Nuttallides truempyi,0.24,9,0.62
d18O_foram,Birch et al. (2016),ODP 1262,,218.32,mcd,66.0925,D.-T. et al. 2014,-0.0715,Benthic,Nuttallides truempyi,0.42,8.2,-0.18
d18O_foram,Birch et al. (2016),ODP 1262,,222.4,mcd,66.29557,D.-T. et al. 2014,-0.27463,Benthic,Nuttallides truempyi,0.22,9.09,0.71
d18O_foram,Birch et al. (2016),ODP 1262,,225.22,mcd,66.45918,D.-T. et al. 2014,-0.43683,Benthic,Nuttallides truempyi,0.58,7.5,-0.88
d18O_foram,,,,,,,,,,,,,
d18O_foram,Woelders et al. (2018),Bass River,,-0.03,m below K-Pg,66.043,GTS 2012,-0.003,Benthic,"omitted, as in bioturbation zone",-1.513,17.69,2.55
d18O_foram,Woelders et al. (2018),Bass River,,-0.07,m below K-Pg,66.0492,GTS 2012,-0.0092,Benthic,"omitted, as in bioturbation zone",-1.65,18.31,3.17
d18O_foram,Woelders et al. (2018),Bass River,,-0.08,m below K-Pg,66.0508,GTS 2012,-0.0108,Benthic,"omitted, as in bioturbation zone",-1.162,16.11,0.97
d18O_foram,Woelders et al. (2018),Bass River,,-0.1,m below K-Pg,66.0539,GTS 2012,-0.0139,Benthic,"omitted, as in bioturbation zone",-0.997,15.36,0.22
d18O_foram,Woelders et al. (2018),Bass River,,-0.12,m below K-Pg,66.057,GTS 2012,-0.017,Benthic,"omitted, as in bioturbation zone",-1.169,16.14,1
d18O_foram,Woelders et al. (2018),Bass River,,-0.14,m below K-Pg,66.0601,GTS 2012,-0.0201,Benthic,"omitted, as in bioturbation zone",-1.056,15.63,0.49
d18O_foram,Woelders et al. (2018),Bass River,,-0.16,m below K-Pg,66.0632,GTS 2012,-0.0232,Benthic,Anomalinoides midwayensis,-0.948,15.14,0
d18O_foram,Woelders et al. (2018),Bass River,,-0.18,m below K-Pg,66.0663,GTS 2012,-0.0263,Benthic,Anomalinoides midwayensis,-1.264,16.57,1.43
d18O_foram,Woelders et al. (2018),Bass River,,-0.25,m below K-Pg,66.0772,GTS 2012,-0.0372,Benthic,Anomalinoides midwayensis,-1.31,16.77,1.63
d18O_foram,Woelders et al. (2018),Bass River,,-0.32,m below K-Pg,66.088,GTS 2012,-0.048,Benthic,Anomalinoides midwayensis,-1.272,16.6,1.46
d18O_foram,Woelders et al. (2018),Bass River,,-0.36,m below K-Pg,66.0942,GTS 2012,-0.0542,Benthic,Anomalinoides midwayensis,-1.273,16.61,1.46
d18O_foram,Woelders et al. (2018),Bass River,,-0.39,m below K-Pg,66.0989,GTS 2012,-0.0589,Benthic,Anomalinoides midwayensis,-1.033,15.52,0.38
d18O_foram,Woelders et al. (2018),Bass River,,-0.42,m below K-Pg,66.1036,GTS 2012,-0.0636,Benthic,Anomalinoides midwayensis,-1.359,17,1.85
d18O_foram,Woelders et al. (2018),Bass River,,-0.49,m below K-Pg,66.1144,GTS 2012,-0.0744,Benthic,Anomalinoides midwayensis,-1.031,15.52,0.37
d18O_foram,Woelders et al. (2018),Bass River,,-0.56,m below K-Pg,66.1253,GTS 2012,-0.0853,Benthic,Anomalinoides midwayensis,-1.152,16.06,0.92
d18O_foram,Woelders et al. (2018),Bass River,,-0.62,m below K-Pg,66.1346,GTS 2012,-0.0946,Benthic,Anomalinoides midwayensis,-1.111,15.87,0.73
d18O_foram,Woelders et al. (2018),Bass River,,-0.7,m below K-Pg,66.147,GTS 2012,-0.107,Benthic,Anomalinoides midwayensis,-1.204,16.3,1.16
d18O_foram,Woelders et al. (2018),Bass River,,-0.75,m below K-Pg,66.1548,GTS 2012,-0.1148,Benthic,Anomalinoides midwayensis,-1.213,16.34,1.2
d18O_foram,Woelders et al. (2018),Bass River,,-0.82,m below K-Pg,66.1657,GTS 2012,-0.1257,Benthic,Anomalinoides midwayensis,-1.029,15.51,0.37
d18O_foram,Woelders et al. (2018),Bass River,,-0.89,m below K-Pg,66.1766,GTS 2012,-0.1366,Benthic,Anomalinoides midwayensis,-1.019,15.46,0.32
d18O_foram,Woelders et al. (2018),Bass River,,-0.97,m below K-Pg,66.189,GTS 2012,-0.149,Benthic,Anomalinoides midwayensis,-1.226,16.4,1.25
d18O_foram,Woelders et al. (2018),Bass River,,-0.99,m below K-Pg,66.1921,GTS 2012,-0.1521,Benthic,Anomalinoides midwayensis,-1.26,16.55,1.41
d18O_foram,Woelders et al. (2018),Bass River,,-1.13,m below K-Pg,66.2138,GTS 2012,-0.1738,Benthic,Anomalinoides midwayensis,-1.385,17.11,1.97
d18O_foram,Woelders et al. (2018),Bass River,,-1.26,m below K-Pg,66.234,GTS 2012,-0.194,Benthic,Anomalinoides midwayensis,-1.273,16.61,1.47
d18O_foram,Woelders et al. (2018),Bass River,,-1.42,m below K-Pg,66.2589,GTS 2012,-0.2189,Benthic,Anomalinoides midwayensis,-1.551,17.86,2.72
d18O_foram,Woelders et al. (2018),Bass River,,-1.89,m below K-Pg,66.3319,GTS 2012,-0.2919,Benthic,Anomalinoides midwayensis,-0.725,14.14,-1
d18O_foram,Woelders et al. (2018),Bass River,,-2.04,m below K-Pg,66.3551,GTS 2012,-0.3151,Benthic,Anomalinoides midwayensis,-0.804,14.49,-0.65
d18O_foram,Woelders et al. (2018),Bass River,,-2.19,m below K-Pg,66.3784,GTS 2012,-0.3384,Benthic,Anomalinoides midwayensis,-0.816,14.55,-0.59
d18O_foram,Woelders et al. (2018),Bass River,,-2.34,m below K-Pg,66.4017,GTS 2012,-0.3617,Benthic,Anomalinoides midwayensis,-0.837,14.64,-0.5
d18O_foram,Woelders et al. (2018),Bass River,,-2.5,m below K-Pg,66.4266,GTS 2012,-0.3866,Benthic,Anomalinoides midwayensis,-1.002,15.38,0.24
d18O_foram,Woelders et al. (2018),Bass River,,-2.65,m below K-Pg,66.4499,GTS 2012,-0.4099,Benthic,Anomalinoides midwayensis,-0.764,14.32,-0.83
d18O_foram,Woelders et al. (2018),Bass River,,-2.8,m below K-Pg,66.4732,GTS 2012,-0.4332,Benthic,Anomalinoides midwayensis,-0.733,14.18,-0.96
d18O_foram,Woelders et al. (2018),Bass River,,-2.95,m below K-Pg,66.4965,GTS 2012,-0.4565,Benthic,Anomalinoides midwayensis,-0.807,14.51,-0.63
d18O_foram,Woelders et al. (2018),Bass River,,-3.11,m below K-Pg,66.5213,GTS 2012,-0.4813,Benthic,Anomalinoides midwayensis,-0.681,13.94,-1.2
d18O_foram,Woelders et al. (2018),Bass River,,-0.16,m below K-Pg,66.0632,GTS 2012,-0.0232,Planktonic,Globotruncana sp.,-2.921,25.52,0
d18O_foram,Woelders et al. (2018),Bass River,,-0.25,m below K-Pg,66.0772,GTS 2012,-0.0372,Planktonic,Globotruncana sp.,-1.85,20.59,-4.93
d18O_foram,Woelders et al. (2018),Bass River,,-0.26,m below K-Pg,66.0787,GTS 2012,-0.0387,Planktonic,Globotruncana sp.,-2.857,25.22,-0.3
d18O_foram,Woelders et al. (2018),Bass River,,-0.42,m below K-Pg,66.1036,GTS 2012,-0.0636,Planktonic,Globotruncana sp.,-2.828,25.09,-0.43
d18O_foram,Woelders et al. (2018),Bass River,,-0.56,m below K-Pg,66.1253,GTS 2012,-0.0853,Planktonic,Globotruncana sp.,-3.025,26,0.48
d18O_foram,Woelders et al. (2018),Bass River,,-0.62,m below K-Pg,66.1346,GTS 2012,-0.0946,Planktonic,Globotruncana sp.,-3.126,26.46,0.95
