Type,Study,Site,Depth,Depth type,Age (Ma),Age Frame,Age (Ma relative to K-Pg),d18O,Temperature (deg C),?Temperature
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,228.7,mcd,66.6401,D.-T. et al. 2014,-0.6181,-0.034,9.55,0.15
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,228.73,mcd,66.6417,D.-T. et al. 2014,-0.6197,0.069,9.09,-0.3
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,228.76,mcd,66.6433,D.-T. et al. 2014,-0.6213,-0.224,10.39,1
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,228.79,mcd,66.6449,D.-T. et al. 2014,-0.6229,-0.348,10.95,1.55
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,228.82,mcd,66.6465,D.-T. et al. 2014,-0.6245,-0.088,9.79,0.39
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,228.85,mcd,66.6481,D.-T. et al. 2014,-0.6261,-0.002,9.4,0.01
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,228.88,mcd,66.6497,D.-T. et al. 2014,-0.6277,-0.163,10.12,0.72
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,228.91,mcd,66.6513,D.-T. et al. 2014,-0.6293,-0.224,10.39,0.99
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,228.94,mcd,66.6529,D.-T. et al. 2014,-0.6309,0.09,9,-0.4
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,228.96,mcd,66.654,D.-T. et al. 2014,-0.632,0.157,8.7,-0.69
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,228.99,mcd,66.6556,D.-T. et al. 2014,-0.6336,0.135,8.8,-0.59
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,229.01,mcd,66.6567,D.-T. et al. 2014,-0.6346,0.014,9.33,-0.06
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,229.04,mcd,66.6582,D.-T. et al. 2014,-0.6362,-0.042,9.58,0.18
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,229.07,mcd,66.6598,D.-T. et al. 2014,-0.6378,-0.158,10.1,0.7
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,229.1,mcd,66.6614,D.-T. et al. 2014,-0.6394,0.101,8.95,-0.45
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,229.13,mcd,66.663,D.-T. et al. 2014,-0.641,-0.055,9.64,0.24
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,229.16,mcd,66.6646,D.-T. et al. 2014,-0.6426,-0.175,10.17,0.78
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,229.19,mcd,66.6662,D.-T. et al. 2014,-0.6442,-0.118,9.92,0.52
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,229.22,mcd,66.6678,D.-T. et al. 2014,-0.6458,0.054,9.16,-0.24
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,229.25,mcd,66.6694,D.-T. et al. 2014,-0.6474,-0.04,9.57,0.18
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,229.28,mcd,66.671,D.-T. et al. 2014,-0.649,0.069,9.09,-0.3
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,229.31,mcd,66.6726,D.-T. et al. 2014,-0.6506,-0.058,9.65,0.26
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,229.34,mcd,66.6742,D.-T. et al. 2014,-0.6522,0.013,9.34,-0.06
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,229.37,mcd,66.6758,D.-T. et al. 2014,-0.6538,-0.184,10.21,0.82
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,229.4,mcd,66.6774,D.-T. et al. 2014,-0.6554,-0.084,9.77,0.37
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,229.44,mcd,66.6796,D.-T. et al. 2014,-0.6576,-0.164,10.12,0.73
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,229.47,mcd,66.6812,D.-T. et al. 2014,-0.6592,0.088,9.01,-0.39
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,229.5,mcd,66.6828,D.-T. et al. 2014,-0.6608,0.127,8.83,-0.56
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,229.53,mcd,66.6844,D.-T. et al. 2014,-0.6624,-0.061,9.66,0.27
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,229.56,mcd,66.686,D.-T. et al. 2014,-0.664,-0.024,9.5,0.11
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,229.59,mcd,66.6876,D.-T. et al. 2014,-0.6656,0.016,9.33,-0.07
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,229.62,mcd,66.6892,D.-T. et al. 2014,-0.6672,0.016,9.32,-0.07
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,229.65,mcd,66.6908,D.-T. et al. 2014,-0.6688,0.061,9.13,-0.27
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,229.68,mcd,66.6924,D.-T. et al. 2014,-0.6704,-0.027,9.51,0.12
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,229.71,mcd,66.694,D.-T. et al. 2014,-0.672,0.096,8.97,-0.42
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,229.74,mcd,66.6956,D.-T. et al. 2014,-0.6736,0.06,9.13,-0.27
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,229.77,mcd,66.6972,D.-T. et al. 2014,-0.6752,0.1,8.96,-0.44
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,229.8,mcd,66.6988,D.-T. et al. 2014,-0.6768,0.151,8.73,-0.66
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,229.83,mcd,66.7004,D.-T. et al. 2014,-0.6784,0.081,9.04,-0.36
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,229.86,mcd,66.702,D.-T. et al. 2014,-0.68,0.03,9.26,-0.13
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,229.89,mcd,66.7036,D.-T. et al. 2014,-0.6816,0.129,8.83,-0.57
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,229.92,mcd,66.7052,D.-T. et al. 2014,-0.6832,0.07,9.09,-0.31
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,229.95,mcd,66.7068,D.-T. et al. 2014,-0.6848,0.107,8.92,-0.47
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,229.98,mcd,66.7084,D.-T. et al. 2014,-0.6863,0.104,8.93,-0.46
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,230.01,mcd,66.7099,D.-T. et al. 2014,-0.6879,0.109,8.91,-0.48
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,230.04,mcd,66.7115,D.-T. et al. 2014,-0.6895,0.069,9.09,-0.31
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,230.1,mcd,66.7147,D.-T. et al. 2014,-0.6927,0.107,8.92,-0.47
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,230.13,mcd,66.7163,D.-T. et al. 2014,-0.6943,0.112,8.9,-0.5
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,230.16,mcd,66.7179,D.-T. et al. 2014,-0.6959,0.073,9.07,-0.32
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,230.19,mcd,66.7195,D.-T. et al. 2014,-0.6975,0.109,8.91,-0.48
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,230.22,mcd,66.7211,D.-T. et al. 2014,-0.6991,0.018,9.32,-0.08
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,230.25,mcd,66.7227,D.-T. et al. 2014,-0.7007,0.122,8.86,-0.54
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,230.28,mcd,66.7243,D.-T. et al. 2014,-0.7023,0.194,8.54,-0.86
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,230.31,mcd,66.7259,D.-T. et al. 2014,-0.7039,0.028,9.27,-0.13
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,230.34,mcd,66.7275,D.-T. et al. 2014,-0.7055,0.005,9.37,-0.02
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,230.37,mcd,66.7291,D.-T. et al. 2014,-0.7071,0.016,9.32,-0.07
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,230.4,mcd,66.7307,D.-T. et al. 2014,-0.7087,-0.008,9.43,0.04
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,230.43,mcd,66.7323,D.-T. et al. 2014,-0.7103,0.105,8.93,-0.46
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,230.46,mcd,66.7339,D.-T. et al. 2014,-0.7119,0.115,8.89,-0.51
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,230.49,mcd,66.7355,D.-T. et al. 2014,-0.7135,0.116,8.89,-0.51
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,230.52,mcd,66.737,D.-T. et al. 2014,-0.715,-0.019,9.48,0.08
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,230.55,mcd,66.7385,D.-T. et al. 2014,-0.7165,0.082,9.03,-0.36
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,230.58,mcd,66.7399,D.-T. et al. 2014,-0.7179,0.129,8.83,-0.57
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,230.61,mcd,66.7414,D.-T. et al. 2014,-0.7194,0.081,9.04,-0.36
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,230.64,mcd,66.7429,D.-T. et al. 2014,-0.7209,0.093,8.99,-0.41
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,230.67,mcd,66.7444,D.-T. et al. 2014,-0.7224,0.027,9.28,-0.12
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,230.7,mcd,66.7459,D.-T. et al. 2014,-0.7239,0.179,8.6,-0.79
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,230.73,mcd,66.7473,D.-T. et al. 2014,-0.7253,-0.012,9.45,0.05
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,230.76,mcd,66.7488,D.-T. et al. 2014,-0.7268,0.066,9.11,-0.29
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,230.79,mcd,66.7503,D.-T. et al. 2014,-0.7283,0.182,8.59,-0.8
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,230.82,mcd,66.7518,D.-T. et al. 2014,-0.7298,0.077,9.05,-0.34
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,230.85,mcd,66.7533,D.-T. et al. 2014,-0.7313,-0.024,9.5,0.11
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,230.88,mcd,66.7548,D.-T. et al. 2014,-0.7327,-0.268,10.59,1.19
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,230.91,mcd,66.7562,D.-T. et al. 2014,-0.7342,-0.129,9.97,0.57
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,230.94,mcd,66.7577,D.-T. et al. 2014,-0.7357,-0.157,10.09,0.7
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,230.97,mcd,66.7592,D.-T. et al. 2014,-0.7372,-0.235,10.44,1.05
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,231,mcd,66.7607,D.-T. et al. 2014,-0.7387,-0.068,9.7,0.3
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,231.03,mcd,66.7622,D.-T. et al. 2014,-0.7402,-0.02,9.49,0.09
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,231.06,mcd,66.7636,D.-T. et al. 2014,-0.7416,-0.067,9.69,0.3
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,231.09,mcd,66.7651,D.-T. et al. 2014,-0.7431,-0.056,9.64,0.25
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,231.12,mcd,66.7666,D.-T. et al. 2014,-0.7446,-0.17,10.15,0.75
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,231.15,mcd,66.7681,D.-T. et al. 2014,-0.7461,-0.107,9.87,0.48
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,231.18,mcd,66.7696,D.-T. et al. 2014,-0.7476,-0.075,9.73,0.33
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,231.21,mcd,66.771,D.-T. et al. 2014,-0.749,-0.136,10,0.6
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,231.24,mcd,66.7725,D.-T. et al. 2014,-0.7505,-0.009,9.43,0.04
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,231.27,mcd,66.774,D.-T. et al. 2014,-0.752,-0.013,9.45,0.06
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,231.3,mcd,66.7755,D.-T. et al. 2014,-0.7535,0.041,9.22,-0.18
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,231.33,mcd,66.777,D.-T. et al. 2014,-0.755,-0.21,10.33,0.93
